id,title,description,link,product_type,google_product_category,image_link,condition,availability,sale_price,price,mpn,brand,item_group_id
1704,"Regata de Couro - Branca - M","Regata de Couro Ecológico, viscose com zíper na parte posterior. Alças Finas Reguláveis.    <strong>Composição:</strong>  Tecido 1:  100% Poliéster  Tecido 2:  94% Viscose  6% Elastano",https://www.folen.com.br/produto/regata-de-couro-branca/?attribute_pa_tamanho=m,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/07/Folen-REGATA-COURO-BRANCA-2.png,new,"in stock",,"139.90 BRL",0.00,com,1702
1702,"Regata de Couro - Branca","Regata de Couro Ecológico, viscose com zíper na parte posterior. Alças Finas Reguláveis.    <strong>Composição:</strong>  Tecido 1:  100% Poliéster  Tecido 2:  94% Viscose  6% Elastano",https://www.folen.com.br/produto/regata-de-couro-branca/,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/07/Folen-REGATA-COURO-BRANCA-2.png,new,"in stock",139.90BRL,"139.90 BRL",0.00,com,1702
1703,"Regata de Couro - Branca - P","Regata de Couro Ecológico, viscose com zíper na parte posterior. Alças Finas Reguláveis.    <strong>Composição:</strong>  Tecido 1:  100% Poliéster  Tecido 2:  94% Viscose  6% Elastano",https://www.folen.com.br/produto/regata-de-couro-branca/?attribute_pa_tamanho=p,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/07/Folen-REGATA-COURO-BRANCA-2.png,new,"in stock",,"139.90 BRL",0.00,com,1702
1700,"Saia de Couro - Rose - M","Saia de Couro Ecológico, detalhes Bolsos e Botões frontais.    <strong>Composição:</strong>  100% Poliéster",https://www.folen.com.br/produto/saia-de-couro-rose/?attribute_pa_tamanho=m,ROUPAS>SAIA,ROUPAS>SAIA,https://www.folen.com.br/wp-content/uploads/2019/07/Folen-SAIA-BOTÕES-COURO-ROSE.png,new,"in stock",159.90BRL,"199.90 BRL",0.00,com,1698
1698,"Saia de Couro - Rose","Saia de Couro Ecológico, detalhes Bolsos e Botões frontais.    <strong>Composição:</strong>  100% Poliéster",https://www.folen.com.br/produto/saia-de-couro-rose/,ROUPAS>SAIA,ROUPAS>SAIA,https://www.folen.com.br/wp-content/uploads/2019/07/Folen-SAIA-BOTÕES-COURO-ROSE.png,new,"in stock",159.90BRL,"199.90 BRL",0.00,com,1698
1695,"Saia de Couro - Grafite - P","Saia de Couro Ecológico, detalhes Bolsos e Botões frontais.    <strong>Composição:</strong>  100% Poliéster",https://www.folen.com.br/produto/saia-de-couro-grafite/?attribute_pa_tamanho=p,ROUPAS>SAIA,ROUPAS>SAIA,https://www.folen.com.br/wp-content/uploads/2019/07/Folen_0023_Curvas-1.png,new,"in stock",159.90BRL,"199.90 BRL",0.00,com,1694
1694,"Saia de Couro - Grafite","Saia de Couro Ecológico, detalhes Bolsos e Botões frontais.    <strong>Composição:</strong>  100% Poliéster",https://www.folen.com.br/produto/saia-de-couro-grafite/,ROUPAS>SAIA,ROUPAS>SAIA,https://www.folen.com.br/wp-content/uploads/2019/07/Folen_0023_Curvas-1.png,new,"in stock",159.90BRL,"199.90 BRL",0.00,com,1694
1689,"Saia de Couro - Verde Lima","Saia de Couro Ecológico, detalhes Bolsos e Botões frontais.    <strong>Composição:</strong>  100% Poliéster",https://www.folen.com.br/produto/saia-de-couro-verde-lima/,ROUPAS>SAIA,ROUPAS>SAIA,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-10.png,new,"in stock",159.90BRL,"199.90 BRL",0.00,com,1689
1691,"Saia de Couro - Verde Lima - P","Saia de Couro Ecológico, detalhes Bolsos e Botões frontais.    <strong>Composição:</strong>  100% Poliéster",https://www.folen.com.br/produto/saia-de-couro-verde-lima/?attribute_pa_tamanho=p,ROUPAS>SAIA,ROUPAS>SAIA,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-10.png,new,"in stock",159.90BRL,"199.90 BRL",0.00,com,1689
1686,"Blusa Nati Botões - Vermelha","Blusa Cropped, decote em V. Com Botões frontais, manga longa com elástico nos punhos.    <strong>Composição:</strong>  100% Poliéster",https://www.folen.com.br/produto/blusa-nati-botoes-vermelha/,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/07/Folen-_BLUSA-NATI-VERMELHA-2.png,new,"in stock",159.90BRL,"159.90 BRL",0.00,com,1686
1688,"Blusa Nati Botões - Vermelha - Único","Blusa Cropped, decote em V. Com Botões frontais, manga longa com elástico nos punhos.    <strong>Composição:</strong>  100% Poliéster",https://www.folen.com.br/produto/blusa-nati-botoes-vermelha/?attribute_pa_tamanho=unico,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/07/Folen-_BLUSA-NATI-VERMELHA-2.png,new,"in stock",,"159.90 BRL",0.00,com,1686
1683,"Cropped c/ detalhe Cruzado - Preto - P","Cropped Podrinho, com detalhe cruzado no busto.    <strong>Composição:</strong>  55% Poliéster  45% Viscose",https://www.folen.com.br/produto/cropped-c-detalhe-cruzado-preto-2/?attribute_pa_tamanho=p,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/07/Folen-CROPPED-PRETO-2.png,new,"in stock",,"59.90 BRL",0.00,com,1682
1684,"Cropped c/ detalhe Cruzado - Preto - M","Cropped Podrinho, com detalhe cruzado no busto.    <strong>Composição:</strong>  55% Poliéster  45% Viscose",https://www.folen.com.br/produto/cropped-c-detalhe-cruzado-preto-2/?attribute_pa_tamanho=m,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/07/Folen-CROPPED-PRETO-2.png,new,"in stock",,"59.90 BRL",0.00,com,1682
1682,"Cropped c/ detalhe Cruzado - Preto","Cropped Podrinho, com detalhe cruzado no busto.    <strong>Composição:</strong>  55% Poliéster  45% Viscose",https://www.folen.com.br/produto/cropped-c-detalhe-cruzado-preto-2/,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/07/Folen-CROPPED-PRETO-2.png,new,"in stock",59.90BRL,"59.90 BRL",0.00,com,1682
1679,"Cropped c/ detalhe Cruzado - Off White - P","Cropped Podrinho, com detalhe cruzado no busto.    <strong>Composição:</strong>  55% Poliéster  45% Viscose",https://www.folen.com.br/produto/cropped-c-detalhe-cruzado-off-white/?attribute_pa_tamanho=p,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/07/cropped-off-white.png,new,"in stock",,"59.90 BRL",0.00,com,1678
1680,"Cropped c/ detalhe Cruzado - Off White - M","Cropped Podrinho, com detalhe cruzado no busto.    <strong>Composição:</strong>  55% Poliéster  45% Viscose",https://www.folen.com.br/produto/cropped-c-detalhe-cruzado-off-white/?attribute_pa_tamanho=m,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/07/cropped-off-white.png,new,"in stock",,"59.90 BRL",0.00,com,1678
1678,"Cropped c/ detalhe Cruzado - Off White","Cropped Podrinho, com detalhe cruzado no busto.    <strong>Composição:</strong>  55% Poliéster  45% Viscose",https://www.folen.com.br/produto/cropped-c-detalhe-cruzado-off-white/,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/07/cropped-off-white.png,new,"in stock",59.90BRL,"59.90 BRL",0.00,com,1678
1674,"Cropped c/ detalhe Cruzado - Rosa","Cropped Podrinho, com detalhe cruzado no busto.    <strong>Composição:</strong>  55% Poliéster  45% Viscose",https://www.folen.com.br/produto/cropped-c-detalhe-cruzado-preto/,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-14.png,new,"in stock",59.90BRL,"59.90 BRL",0.00,com,1674
1676,"Cropped c/ detalhe Cruzado - Rosa - M","Cropped Podrinho, com detalhe cruzado no busto.    <strong>Composição:</strong>  55% Poliéster  45% Viscose",https://www.folen.com.br/produto/cropped-c-detalhe-cruzado-preto/?attribute_pa_tamanho=m,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-14.png,new,"in stock",,"59.90 BRL",0.00,com,1674
1672,"Body c/ Transparência Poá - Preto - M","Body com Transparência em Tule, gola alta, manga longa e punhos com elástico, possui fecho entre as pernas.  Não acompanha o top.    <strong>Composição:</strong>  55% Poliéster  42% Viscose  3% Elastano",https://www.folen.com.br/produto/body-c-transparencia-poa-preto/?attribute_pa_tamanho=m,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/07/Folen-BODY-TRANSPARÊNCIA-COM-CORAÇÃO-PRETO-1.png,new,"in stock",169.90BRL,"199.90 BRL",0.00,com,1670
